Producto;Tiendas;Categoría;Precio;Envío;Año;Fecha;Vendedor;Lugar de Compra;Calificación;Método de pago;Cantidad de cuotas;lat;lon
Ciencia de datos con Python;4;Libros;638000;36000;2021;23-06-2021;Izabela de León;Medellín;3;Tarjeta de crédito;10;625184;-7556359
Lavavajillas;4;Electrodomésticos;13922000;723000;2021;12-12-2021;Santiago Silva;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Cubo mágico 8x8;4;Juguetes;109000;0;2020;15-08-2020;Santiago Silva;Medellín;5;Nequi;1;625184;-7556359
Ciencia de datos con Python;4;Libros;592000;13000;2022;09-02-2022;Lucas Olivera;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Balón de voleibol;4;Deportes y diversión;454000;0;2022;11-10-2022;Camila Rivera;Cali;4;Tarjeta de crédito;10;343722;-765225
Mesa de comedor;4;Muebles;3505000;169000;2020;30-09-2020;Camila Rivera;Barranquilla;5;Tarjeta de crédito;1;1096854;-7478132
Juego de mesa;4;Juguetes;1712000;96000;2022;12-07-2022;Juan Fernandez;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Balón de baloncesto;4;Deportes y diversión;543000;11000;2022;06-11-2022;Beatriz Morales;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Pandereta;4;Instrumentos musicales;677000;18000;2020;27-01-2020;Blanca Ramirez;Cúcuta;1;Tarjeta de crédito;1;789391;-7250782
Auriculares con micrófono;4;Electrónicos;774000;23000;2020;28-12-2020;Lucas Olivera;Medellín;4;Tarjeta de crédito;4;625184;-7556359
Balón de voleibol;4;Deportes y diversión;561000;12000;2020;30-12-2020;Mariana Herrera;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Estufa;4;Electrodomésticos;7699000;484000;2020;01-04-2020;Lucas Olivera;Medellín;5;Nequi;1;625184;-7556359
Celular ABXY;4;Electrónicos;8182000;418000;2021;23-05-2021;Santiago Silva;Medellín;1;Tarjeta de crédito;1;625184;-7556359
Cubertería;4;Artículos para el hogar;477000;0;2022;08-03-2022;Ángel Rodriguez;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Auriculares con micrófono;4;Electrónicos;1291000;75000;2021;11-02-2021;Pedro Gomez;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Cubertería;4;Artículos para el hogar;569000;104000;2021;16-01-2021;Maria Alfonso;Bogotá;5;Cupón;1;460971;-7408175
Tablet ABXY;4;Electrónicos;13814000;804000;2020;25-02-2020;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Auriculares con micrófono;4;Electrónicos;2482000;200000;2020;13-11-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mesa de centro;4;Muebles;1477000;81000;2021;02-10-2021;Izabela de León;Pereira;4;Tarjeta de crédito;2;481333;-7569611
Sillón;4;Muebles;2642000;123000;2020;18-11-2020;Rafael Acosta;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Impresora;4;Electrónicos;3111000;148000;2021;14-04-2021;Mariana Herrera;Cali;5;Nequi;1;343722;-765225
Cuerda para saltar;4;Deportes y diversión;200000;15000;2022;01-07-2022;Izabela de León;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Balón de baloncesto;4;Deportes y diversión;673000;38000;2020;25-04-2020;Lucas Olivera;Cali;5;Cupón;1;343722;-765225
Set de vasos;4;Artículos para el hogar;286000;17000;2020;19-04-2020;Izabela de León;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Olla de presión;4;Artículos para el hogar;925000;51000;2020;13-08-2020;Camila Rivera;Medellín;1;Tarjeta de crédito;4;625184;-7556359
Auriculares;4;Electrónicos;528000;75000;2021;05-06-2021;Ángel Rodriguez;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Bicicleta;4;Deportes y diversión;4554000;248000;2020;06-04-2020;Juliana Costa;Bogotá;1;Tarjeta de crédito;2;460971;-7408175
Bicicleta;4;Deportes y diversión;5885000;324000;2022;05-12-2022;Camila Rivera;Bogotá;5;Nequi;1;460971;-7408175
Silla de oficina;4;Muebles;4045000;218000;2022;20-04-2022;Beatriz Morales;Cartagena;5;Tarjeta de crédito;2;1039972;-7551444
Lavavajillas;4;Electrodomésticos;14976000;803000;2022;06-05-2022;Felipe Santos;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Lavavajillas;4;Electrodomésticos;12373000;641000;2021;16-11-2021;Pedro Gomez;Medellín;1;Tarjeta de crédito;3;625184;-7556359
Pandereta;4;Instrumentos musicales;971000;34000;2022;21-02-2022;Blanca Ramirez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Bloques de construcción;4;Juguetes;405000;68000;2022;06-11-2022;Felipe Santos;Cali;5;Tarjeta de crédito;3;343722;-765225
Muñeca bebé;4;Juguetes;537000;10000;2020;26-05-2020;Rafael Acosta;Santa Marta;4;Tarjeta de crédito;2;1124079;-7419904
Bicicleta;4;Deportes y diversión;4394000;302000;2022;03-03-2022;Juan Fernandez;Villavicencio;5;Nequi;1;4142;-7362664
Guitarra eléctrica;4;Instrumentos musicales;7075000;379000;2021;24-07-2021;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Balón de voleibol;4;Deportes y diversión;579000;13000;2021;28-07-2021;Camila Rivera;Bogotá;5;Nequi;1;460971;-7408175
Auriculares;4;Electrónicos;452000;31000;2021;15-11-2021;Blanca Ramirez;Medellín;5;Nequi;1;625184;-7556359
Lavadora de ropa;4;Electrodomésticos;15292000;818000;2023;19-03-2023;Juan Fernandez;Bogotá;4;Tarjeta de crédito;3;460971;-7408175
Batería;4;Instrumentos musicales;3760000;211000;2021;18-01-2021;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cama king;4;Muebles;9647000;496000;2022;29-04-2022;Maria Alfonso;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Cama box;4;Muebles;6680000;338000;2022;30-11-2022;Rafael Acosta;Medellín;3;Tarjeta de crédito;1;625184;-7556359
Sillón;4;Muebles;2789000;202000;2020;13-12-2020;Maria Alfonso;Medellín;5;Tarjeta de crédito;10;625184;-7556359
Mesa de comedor;4;Muebles;3231000;154000;2020;13-11-2020;Juan Fernandez;Barranquilla;1;Tarjeta de crédito;10;1096854;-7478132
Mesa de comedor;4;Muebles;3278000;179000;2022;23-06-2022;Rafael Acosta;Barranquilla;1;Tarjeta de crédito;2;1096854;-7478132
Kit de bancas;4;Muebles;2926000;158000;2021;29-11-2021;Juliana Costa;Bogotá;5;Tarjeta de crédito;4;460971;-7408175
Set de ollas;4;Artículos para el hogar;866000;28000;2022;03-08-2022;Ángel Rodriguez;Cúcuta;5;Cupón;1;789391;-7250782
Silla de oficina;4;Muebles;3445000;165000;2022;02-08-2022;Beatriz Morales;Bogotá;2;Tarjeta de crédito;6;460971;-7408175
Mesa de noche;4;Muebles;2570000;139000;2022;09-11-2022;Felipe Santos;Villavicencio;4;Tarjeta de crédito;7;4142;-7362664
Mesa de comedor;4;Muebles;2119000;115000;2022;21-02-2022;Maria Alfonso;Medellín;1;Tarjeta de crédito;6;625184;-7556359
Auriculares;4;Electrónicos;456000;26000;2022;11-04-2022;Blanca Ramirez;Cali;5;Tarjeta de crédito;3;343722;-765225
Balón de baloncesto;4;Deportes y diversión;430000;25000;2020;21-12-2020;Camila Rivera;Bogotá;1;Tarjeta de crédito;6;460971;-7408175
Celular ABXY;4;Electrónicos;10451000;538000;2023;25-02-2023;Izabela de León;Bucaramanga;4;Tarjeta de crédito;10;712539;-731198
Kit de bancas;4;Muebles;3160000;150000;2020;11-02-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Balón de baloncesto;4;Deportes y diversión;583000;13000;2022;18-01-2022;Maria Alfonso;Bogotá;3;Nequi;1;460971;-7408175
Set de ollas;4;Artículos para el hogar;2130000;116000;2021;08-07-2021;Felipe Santos;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Bicicleta;4;Deportes y diversión;6397000;343000;2022;28-01-2022;Santiago Silva;Cali;5;Nequi;1;343722;-765225
Dashboards con Power BI;4;Libros;286000;0;2022;27-05-2022;Lucas Olivera;Bogotá;4;Cupón;1;460971;-7408175
Cubo mágico 8x8;4;Juguetes;123000;0;2020;10-07-2020;Juan Fernandez;Medellín;4;Cupón;1;625184;-7556359
Cama box;4;Muebles;5182000;283000;2021;22-12-2021;Maria Alfonso;Bogotá;1;Tarjeta de crédito;4;460971;-7408175
Set de vasos;4;Artículos para el hogar;266000;18000;2020;05-03-2020;Juan Fernandez;Bogotá;4;Nequi;1;460971;-7408175
Batería;4;Instrumentos musicales;9722000;500000;2022;20-05-2022;Felipe Santos;Cali;4;Tarjeta de crédito;10;343722;-765225
Impresora;4;Electrónicos;3648000;176000;2020;10-08-2020;Beatriz Morales;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Pandereta;4;Instrumentos musicales;963000;33000;2022;21-06-2022;Camila Rivera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Cubertería;4;Artículos para el hogar;476000;30000;2021;21-09-2021;Rafael Acosta;Medellín;3;Tarjeta de crédito;1;625184;-7556359
Celular ABXY;4;Electrónicos;9934000;536000;2022;26-02-2022;Rafael Acosta;Cali;3;Tarjeta de crédito;2;343722;-765225
Cama box;4;Muebles;5676000;315000;2020;15-04-2020;Mariana Herrera;Bogotá;4;Tarjeta de crédito;1;460971;-7408175
Mesa de comedor;4;Muebles;2161000;117000;2022;28-01-2022;Juan Fernandez;Medellín;5;Tarjeta de débito;1;625184;-7556359
Muñeca bebé;4;Juguetes;450000;0;2021;20-06-2021;Izabela de León;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Modelado predictivo;4;Libros;608000;14000;2020;12-04-2020;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Set de ollas;4;Artículos para el hogar;812000;91000;2020;05-02-2020;Camila Rivera;Bogotá;3;Tarjeta de crédito;7;460971;-7408175
Cubertería;4;Artículos para el hogar;470000;0;2022;21-06-2022;Ángel Rodriguez;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Modelado predictivo;4;Libros;646000;40000;2022;18-09-2022;Maria Alfonso;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Batería;4;Instrumentos musicales;8826000;472000;2021;09-02-2021;Maria Alfonso;Cali;5;Tarjeta de crédito;4;343722;-765225
Mesa de centro;4;Muebles;2116000;95000;2022;01-05-2022;Pedro Gomez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Sillón;4;Muebles;2884000;160000;2020;06-09-2020;Lucas Olivera;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Modelado predictivo;4;Libros;537000;10000;2023;01-03-2023;Mariana Herrera;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Modelado predictivo;4;Libros;657000;42000;2022;26-04-2022;Felipe Santos;Medellín;1;Tarjeta de crédito;3;625184;-7556359
Smartwatch;4;Electrónicos;1496000;62000;2022;19-09-2022;Lucas Olivera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Ciencia de datos con Python;4;Libros;610000;14000;2022;26-12-2022;Juliana Costa;Medellín;5;Tarjeta de crédito;4;625184;-7556359
Bloques de construcción;4;Juguetes;424000;25000;2020;02-03-2020;Juan Fernandez;Cali;1;Tarjeta de crédito;2;343722;-765225
Bicicleta;4;Deportes y diversión;3094000;244000;2022;04-04-2022;Felipe Santos;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Armario;4;Muebles;4827000;259000;2022;02-02-2022;Juliana Costa;Medellín;5;Nequi;1;625184;-7556359
Olla de presión;4;Artículos para el hogar;953000;33000;2020;05-04-2020;Camila Rivera;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Balón de baloncesto;4;Deportes y diversión;613000;35000;2021;26-08-2021;Beatriz Morales;Bogotá;5;Nequi;1;460971;-7408175
Iphone 15;4;Electrónicos;25771000;1376000;2021;26-03-2021;Felipe Santos;Cali;5;Tarjeta de crédito;10;343722;-765225
Iniciando en programación;4;Libros;482000;49000;2020;23-07-2020;Blanca Ramirez;Medellín;5;Nequi;1;625184;-7556359
Cubertería;4;Artículos para el hogar;365000;93000;2022;26-07-2022;Ángel Rodriguez;Riohacha;5;Tarjeta de crédito;7;1154444;-7290722
Tablet ABXY;4;Electrónicos;13510000;701000;2022;23-09-2022;Santiago Silva;Bogotá;3;Tarjeta de crédito;1;460971;-7408175
Bloques de construcción;4;Juguetes;433000;28000;2021;29-10-2021;Izabela de León;Riohacha;5;Nequi;1;1154444;-7290722
Balón de baloncesto;4;Deportes y diversión;480000;33000;2022;22-07-2022;Pedro Gomez;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Mesa de centro;4;Muebles;1159000;44000;2023;04-01-2023;Juan Fernandez;Pereira;3;Nequi;1;481333;-7569611
Dashboards con Power BI;4;Libros;349000;42000;2020;21-07-2020;Juan Fernandez;Valledupar;5;Tarjeta de crédito;3;1046314;-7325322
Lavadora de ropa;4;Electrodomésticos;15010000;801000;2020;09-05-2020;Pedro Gomez;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Muñeca bebé;4;Juguetes;509000;29000;2021;17-11-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Asistente virtual;4;Electrónicos;2154000;117000;2022;15-03-2022;Maria Alfonso;Cali;1;Tarjeta de crédito;6;343722;-765225
Mesa de comedor;4;Muebles;1688000;97000;2020;25-01-2020;Felipe Santos;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Cama king;4;Muebles;5779000;312000;2022;30-10-2022;Felipe Santos;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Cama king;4;Muebles;8159000;416000;2023;10-01-2023;Felipe Santos;Pereira;5;Tarjeta de crédito;2;481333;-7569611
Balón de baloncesto;4;Deportes y diversión;414000;26000;2022;19-05-2022;Camila Rivera;Medellín;5;Cupón;1;625184;-7556359
Ciencia de datos con Python;4;Libros;616000;37000;2020;21-01-2020;Felipe Santos;Bucaramanga;2;Tarjeta de crédito;5;712539;-731198
Mesa de comedor;4;Muebles;3173000;179000;2021;25-09-2021;Pedro Gomez;Bogotá;4;Tarjeta de crédito;10;460971;-7408175
Smart TV;4;Electrónicos;14426000;750000;2022;22-05-2022;Rafael Acosta;Pereira;4;Tarjeta de crédito;1;481333;-7569611
Balón de voleibol;4;Deportes y diversión;404000;24000;2020;27-03-2020;Juliana Costa;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Dinosaurio Rex;4;Juguetes;185000;0;2020;27-11-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;3;460971;-7408175
Impresora;4;Electrónicos;2835000;212000;2021;14-01-2021;Felipe Santos;Cali;5;Tarjeta de crédito;1;343722;-765225
Olla de presión;4;Artículos para el hogar;609000;36000;2022;15-04-2022;Juliana Costa;Barranquilla;5;Tarjeta de crédito;6;1096854;-7478132
Cuerda para saltar;4;Deportes y diversión;248000;15000;2020;16-02-2020;Camila Rivera;Medellín;3;Tarjeta de crédito;3;625184;-7556359
Modelado predictivo;4;Libros;472000;36000;2021;22-10-2021;Maria Alfonso;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Smart TV;4;Electrónicos;18454000;1006000;2020;18-03-2020;Izabela de León;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Iniciando en programación;4;Libros;513000;9000;2020;09-07-2020;Camila Rivera;Villavicencio;3;Cupón;1;4142;-7362664
Sillón;4;Muebles;2029000;90000;2020;30-06-2020;Santiago Silva;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Batería;4;Instrumentos musicales;7444000;378000;2022;20-12-2022;Juan Fernandez;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Sillón;4;Muebles;2283000;124000;2022;30-08-2022;Ángel Rodriguez;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Carrito de control remoto;4;Juguetes;826000;46000;2022;09-12-2022;Pedro Gomez;Bogotá;4;Tarjeta de crédito;4;460971;-7408175
Lavadora de ropa;4;Electrodomésticos;12810000;664000;2021;11-03-2021;Santiago Silva;Medellín;5;Tarjeta de crédito;5;625184;-7556359
Cuerda para saltar;4;Deportes y diversión;140000;0;2020;19-08-2020;Maria Alfonso;Manizales;5;Tarjeta de crédito;9;506889;-7551738
Guitarra acústica;4;Instrumentos musicales;2540000;137000;2021;24-02-2021;Juliana Costa;Bogotá;5;Nequi;1;460971;-7408175
Balón de voleibol;4;Deportes y diversión;413000;0;2021;10-01-2021;Juliana Costa;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Celular ABXY;4;Electrónicos;9061000;486000;2021;04-11-2021;Camila Rivera;Medellín;5;Tarjeta de crédito;8;625184;-7556359
Mesa de comedor;4;Muebles;2836000;133000;2021;15-04-2021;Santiago Silva;Pereira;5;Tarjeta de crédito;1;481333;-7569611
Cama king;4;Muebles;7943000;405000;2022;19-10-2022;Izabela de León;Medellín;4;Cupón;1;625184;-7556359
Silla de oficina;4;Muebles;2733000;127000;2020;05-06-2020;Beatriz Morales;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Iniciando en programación;4;Libros;519000;34000;2020;06-09-2020;Blanca Ramirez;Medellín;1;Tarjeta de crédito;2;625184;-7556359
Lavadora de ropa;4;Electrodomésticos;14905000;799000;2022;20-01-2022;Camila Rivera;Bogotá;5;Tarjeta de crédito;10;460971;-7408175
Cama box;4;Muebles;3509000;191000;2020;01-03-2020;Beatriz Morales;Medellín;5;Tarjeta de crédito;3;625184;-7556359
Cuerda para saltar;4;Deportes y diversión;80000;0;2020;02-01-2020;Blanca Ramirez;Bogotá;1;Tarjeta de crédito;1;460971;-7408175
Guitarra eléctrica;4;Instrumentos musicales;6066000;330000;2022;26-11-2022;Pedro Gomez;Bogotá;2;Cupón;1;460971;-7408175
Dinosaurio Rex;4;Juguetes;202000;17000;2021;11-07-2021;Ángel Rodriguez;Pereira;1;Tarjeta de crédito;1;481333;-7569611
Cuerda para saltar;4;Deportes y diversión;183000;70000;2022;03-03-2022;Ángel Rodriguez;Soacha;5;Tarjeta de crédito;2;457937;-7421682
Iniciando en programación;4;Libros;358000;0;2020;28-03-2020;Maria Alfonso;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Mochila;4;Deportes y diversión;991000;59000;2020;13-08-2020;Juan Fernandez;Cali;5;Tarjeta de crédito;2;343722;-765225
Impresora;4;Electrónicos;2912000;137000;2021;24-09-2021;Maria Alfonso;Medellín;5;Tarjeta de crédito;1;625184;-7556359
Iphone 15;4;Electrónicos;25147000;1386000;2021;14-03-2021;Maria Alfonso;Leticia;1;Nequi;1;-421528;-6994056
Secadora de ropa;4;Electrodomésticos;9875000;530000;2021;17-11-2021;Maria Alfonso;Medellín;5;Tarjeta de crédito;2;625184;-7556359
Kit de bancas;4;Muebles;3130000;171000;2023;27-02-2023;Juan Fernandez;Cali;5;Tarjeta de crédito;1;343722;-765225
Cama box;4;Muebles;5289000;289000;2023;21-01-2023;Felipe Santos;Cali;5;Tarjeta de crédito;3;343722;-765225
Auriculares;4;Electrónicos;1041000;37000;2020;06-06-2020;Pedro Gomez;Medellín;4;Tarjeta de crédito;3;625184;-7556359
Ciencia de datos con Python;4;Libros;458000;71000;2020;16-01-2020;Ángel Rodriguez;Bogotá;4;Tarjeta de crédito;2;460971;-7408175
Ciencia de datos con Python;4;Libros;479000;31000;2020;20-09-2020;Mariana Herrera;Cali;3;Cupón;1;343722;-765225
Cubo mágico 8x8;4;Juguetes;91000;9000;2020;11-11-2020;Felipe Santos;Medellín;5;Tarjeta de crédito;6;625184;-7556359
Ajedrez de madera;4;Juguetes;299000;20000;2020;27-05-2020;Mariana Herrera;Bogotá;5;Nequi;1;460971;-7408175
Batería;4;Instrumentos musicales;6490000;348000;2022;25-01-2022;Maria Alfonso;Medellín;4;Tarjeta de crédito;1;625184;-7556359
Set de ollas;4;Artículos para el hogar;2184000;118000;2020;31-08-2020;Rafael Acosta;Bogotá;5;Tarjeta de crédito;2;460971;-7408175
Cuerda para saltar;4;Deportes y diversión;229000;0;2021;24-04-2021;Rafael Acosta;Medellín;5;Nequi;1;625184;-7556359
Iphone 15;4;Electrónicos;24600000;1314000;2022;10-01-2022;Felipe Santos;Cali;5;Tarjeta de crédito;1;343722;-765225
Vaso térmico;4;Deportes y diversión;558000;12000;2021;22-03-2021;Beatriz Morales;Leticia;5;Tarjeta de crédito;2;-421528;-6994056
Silla de oficina;4;Muebles;4935000;245000;2021;21-03-2021;Mariana Herrera;Bogotá;5;Tarjeta de débito;1;460971;-7408175
Cubertería;4;Artículos para el hogar;310000;0;2023;22-01-2023;Juan Fernandez;Medellín;5;Nequi;1;625184;-7556359
Olla de presión;4;Artículos para el hogar;896000;58000;2021;14-11-2021;Santiago Silva;Bogotá;5;Tarjeta de crédito;8;460971;-7408175
Secadora de ropa;4;Electrodomésticos;9799000;528000;2023;12-02-2023;Beatriz Morales;Pereira;4;Tarjeta de crédito;3;481333;-7569611
Armario;4;Muebles;4940000;270000;2021;13-11-2021;Juan Fernandez;Cali;5;Tarjeta de crédito;2;343722;-765225
Ajedrez de madera;4;Juguetes;254000;16000;2022;28-10-2022;Pedro Gomez;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Cama king;4;Muebles;8999000;481000;2023;03-01-2023;Blanca Ramirez;Bogotá;5;Tarjeta de crédito;5;460971;-7408175
Mesa de centro;4;Muebles;1655000;90000;2020;16-03-2020;Felipe Santos;Medellín;4;Tarjeta de crédito;2;625184;-7556359
Carrito de control remoto;4;Juguetes;652000;41000;2020;18-03-2020;Izabela de León;Cúcuta;3;Nequi;1;789391;-7250782
Secadora de ropa;4;Electrodomésticos;13927000;723000;2020;25-06-2020;Felipe Santos;Medellín;5;Nequi;1;625184;-7556359
Juego de mesa;4;Juguetes;1978000;87000;2020;22-04-2020;Camila Rivera;Cali;5;Tarjeta de crédito;3;343722;-765225
Auriculares con micrófono;4;Electrónicos;1922000;136000;2020;05-04-2020;Felipe Santos;Cali;5;Tarjeta de crédito;3;343722;-765225
Impresora;4;Electrónicos;2415000;134000;2020;30-05-2020;Rafael Acosta;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
Microondas;4;Electrodomésticos;4039000;197000;2021;26-01-2021;Juan Fernandez;Cartagena;5;Tarjeta de crédito;1;1039972;-7551444
Mesa de noche;4;Muebles;2835000;133000;2022;29-01-2022;Camila Rivera;Medellín;1;Tarjeta de crédito;3;625184;-7556359
Smart TV;4;Electrónicos;16554000;885000;2021;22-09-2021;Juliana Costa;Medellín;5;Cupón;1;625184;-7556359
Cubo mágico 8x8;4;Juguetes;143000;0;2021;19-04-2021;Mariana Herrera;Bogotá;5;Tarjeta de crédito;6;460971;-7408175
Celular ABXY;4;Electrónicos;11048000;592000;2022;24-09-2022;Ángel Rodriguez;Bogotá;4;Cupón;1;460971;-7408175
Cama box;4;Muebles;3182000;182000;2021;02-04-2021;Beatriz Morales;Medellín;5;Nequi;1;625184;-7556359
Bloques de construcción;4;Juguetes;398000;0;2022;17-01-2022;Mariana Herrera;Bogotá;5;Tarjeta de crédito;1;460971;-7408175
